timestamp_millis,svid,constellation_type,constellation_name,cn0_dbhz,pseudorange_rate_mps,accumulated_delta_range_m,carrier_frequency_hz,state,multipath_indicator
1759151950999,7,1,GPS,45.900001525878906,533.00244140625,-5033.8141682051355,1575420000.0,16431,0
1759151950999,22,1,GPS,45.20000076293945,-53.02687454223633,-28868.00150836981,1575420000.0,16431,0
1759151950999,30,1,GPS,43.70000076293945,361.3346252441406,-12733.957797190174,1575420000.0,16431,0
1759151950999,14,1,GPS,40.599998474121094,119.21821594238281,-23219.734245107044,1575420000.0,16431,0
1759151950999,13,1,GPS,39.599998474121094,-262.1949157714844,-31748.668703493837,1575420000.0,16431,0
1759151950999,5,1,GPS,33.20000076293945,249.7074432373047,-20330.5304513569,1575420000.0,16431,0
1759151950999,9,1,GPS,23.799999237060547,850.28759765625,-6946.762833009299,1575420000.0,16431,0
1759151950999,21,1,GPS,36.099998474121094,569.3842163085938,-151074.62652582262,1575420000.0,16431,0
1759151950999,30,6,GALILEO,45.29999923706055,688.9826049804688,-137700.8951599188,1575420000.0,23599,0
1759151950999,27,6,GALILEO,43.599998474121094,235.2868194580078,-144800.29103670886,1575420000.0,23599,0
1759151950999,21,5,BEIDOU,42.900001525878906,582.6266479492188,-12889.767081117781,1561098000.0,17199,0
1759151950999,7,6,GALILEO,42.20000076293945,479.7322692871094,-140997.59006264465,1575420000.0,23599,0
1759151950999,26,5,BEIDOU,41.400001525878906,217.06211853027344,-19215.581168157805,1561098000.0,17199,0
1759151950999,8,3,GLONASS,40.70000076293945,415.7071838378906,19244278.482734717,1605375000.0,16623,0
1759151950999,11,3,GLONASS,40.400001525878906,240.684814453125,19617200.126877304,1602000000.0,16623,0
1759151950999,29,6,GALILEO,39.099998474121094,39.19356918334961,-147861.03130812602,1575420000.0,23599,0
1759151950999,10,3,GLONASS,36.20000076293945,823.4884033203125,20998183.703561828,1598062500.0,16623,0
1759151950999,7,5,BEIDOU,35.099998474121094,137.84254455566406,-22835.75638324622,1561098000.0,291,0
1759151950999,24,5,BEIDOU,34.70000076293945,-141.1818084716797,-34487.83329161804,1561098000.0,291,0
1759151950999,9,5,BEIDOU,34.5,291.3798828125,-17550.892786688288,1561098000.0,17199,0
1759151950999,1,3,GLONASS,33.29999923706055,-314.18157958984375,20777088.964385677,1602562600.0,16623,0
1759151950999,14,5,BEIDOU,35.5,-227.13926696777344,-181101.4752678926,1561098000.0,17199,0
1759151950999,12,3,GLONASS,40.599998474121094,-301.3420104980469,22918330.67264908,1601437400.0,16623,0
1759151950999,21,6,GALILEO,33.70000076293945,-205.3640899658203,-367054.1208168279,1575420000.0,23599,0
1759151950999,7,3,GLONASS,31.799999237060547,987.7787475585938,22161662.870604377,1604812500.0,16623,0
1759151950999,10,5,BEIDOU,25.5,98.70399475097656,-211419.0437296818,1561098000.0,17199,0
1759151950999,19,6,GALILEO,22.100000381469727,-184.3726806640625,-225700.52465429174,1575420000.0,23599,0
1759151950999,14,1,GPS,36.29999923706055,119.69266510009766,-25168.293985026772,1176450000.0,16431,0
1759151950999,21,1,GPS,32.599998474121094,569.269775390625,-343522.27026074624,1176450000.0,16431,0
1759151950999,30,1,GPS,39.29999923706055,361.2812805175781,-14317.537287147308,1176450000.0,16431,0
1759151950999,30,6,GALILEO,38.5,689.4016723632812,-229003.7355561036,1176450000.0,23599,0
1759151950999,29,6,GALILEO,31.100000381469727,38.76102828979492,-181066.59457170824,1176450000.0,23599,0
1759151950999,21,6,GALILEO,30.700000762939453,-205.1331787109375,-245909.8581725632,1176450000.0,23599,0
1759151950999,27,6,GALILEO,31.0,236.24935913085938,-226548.6463986396,1176450000.0,23599,0
1759151950999,21,5,BEIDOU,31.899999618530273,584.02685546875,-175449.1253458763,1176450000.0,17199,0
1759151950999,7,6,GALILEO,29.0,483.57623291015625,-336437.35283881746,1176450000.0,23599,0
1759151950999,26,5,BEIDOU,34.599998474121094,217.2809295654297,-180454.6775629971,1176450000.0,17199,0
1759151951999,7,1,GPS,45.79999923706055,533.55029296875,-4500.683221314743,1575420000.0,16431,0
1759151951999,22,1,GPS,44.900001525878906,-51.86359786987305,-28920.53501272929,1575420000.0,16431,0
1759151951999,30,1,GPS,43.599998474121094,362.0459289550781,-12372.392311343341,1575420000.0,16431,0
1759151951999,14,1,GPS,40.599998474121094,120.28439331054688,-23100.066323723586,1575420000.0,16431,0
1759151951999,13,1,GPS,39.5,-262.3976745605469,-32011.326642766246,1575420000.0,16431,0
1759151951999,21,1,GPS,36.0,570.1891479492188,-150505.00729527196,1575420000.0,16431,0
1759151951999,5,1,GPS,33.20000076293945,249.8814697265625,-20080.962969084794,1575420000.0,16431,0
1759151951999,17,1,GPS,33.599998474121094,-290.3064270019531,-32704.155775331194,1575420000.0,16431,0
1759151951999,9,1,GPS,23.600000381469727,851.17236328125,-6096.24186015653,1575420000.0,16431,0
1759151951999,30,6,GALILEO,45.29999923706055,689.5487670898438,-137011.77831996736,1575420000.0,23599,0
1759151951999,21,5,BEIDOU,43.29999923706055,583.8163452148438,-12306.633497187286,1561098000.0,17199,0
1759151951999,27,6,GALILEO,43.5,236.43788146972656,-144564.48746101814,1575420000.0,23599,0
1759151951999,7,6,GALILEO,42.099998474121094,480.7014465332031,-140517.5056374852,1575420000.0,23599,0
1759151951999,26,5,BEIDOU,41.29999923706055,218.05902099609375,-18998.083773970196,1561098000.0,17199,0
1759151951999,8,3,GLONASS,40.599998474121094,416.8534240722656,19244687.699521564,1605375000.0,16623,0
1759151951999,29,6,GALILEO,39.099998474121094,39.736026763916016,-147821.75828510875,1575420000.0,23599,0
1759151951999,11,3,GLONASS,40.099998474121094,242.0467529296875,19617434.782110192,1602000000.0,16623,0
1759151951999,10,3,GLONASS,36.29999923706055,824.1442260742188,20998993.265725147,1598062500.0,16623,0
1759151951999,24,5,BEIDOU,34.79999923706055,-140.73153686523438,-34628.6693961338,1561098000.0,291,0
1759151951999,9,5,BEIDOU,34.400001525878906,291.38641357421875,-17259.77251074603,1561098000.0,17199,0
1759151951999,1,3,GLONASS,33.20000076293945,-312.4654541015625,20776797.07350856,1602562600.0,16623,0
1759151951999,12,3,GLONASS,39.20000076293945,-302.44873046875,22918024.186438955,1601437400.0,16623,0
1759151951999,14,5,BEIDOU,35.0,-227.18080139160156,-181329.0159622081,1561098000.0,17199,0
1759151951999,7,5,BEIDOU,34.70000076293945,137.57020568847656,-22697.53386212833,1561098000.0,291,0
1759151951999,10,5,BEIDOU,25.899999618530273,98.430419921875,-211320.84958118317,1561098000.0,17199,0
1759151951999,7,3,GLONASS,31.0,986.171630859375,22162650.99916247,1604812500.0,16623,0
1759151951999,19,6,GALILEO,22.100000381469727,-182.9120330810547,-225884.1493910825,1575420000.0,23599,0
1759151951999,14,1,GPS,36.0,120.28044891357422,-25048.61382403411,1176450000.0,16431,0
1759151951999,21,1,GPS,32.5,569.8335571289062,-342952.9133904557,1176450000.0,16431,0
1759151951999,30,1,GPS,39.599998474121094,361.984619140625,-13956.025983462227,1176450000.0,16431,0
1759151951999,30,6,GALILEO,38.5,689.3978881835938,-228314.61485043322,1176450000.0,23599,0
1759151951999,29,6,GALILEO,30.799999237060547,40.389373779296875,-181026.89544445206,1176450000.0,23599,0
1759151951999,27,6,GALILEO,30.799999237060547,238.76327514648438,-226311.19132181286,1176450000.0,23599,0
