timestamp_millis,svid,constellation_type,constellation_name,cn0_dbhz,pseudorange_rate_mps,accumulated_delta_range_m,carrier_frequency_hz,state,multipath_indicator
1759152103999,30,1,GPS,42.70000076293945,313.9675598144531,-709.5392930057133,1575420000.0,16431,0
1759152103999,14,1,GPS,40.099998474121094,83.12521362304688,-5501.005491062941,1575420000.0,16431,0
1759152103999,17,1,GPS,39.79999923706055,-343.8914489746094,-21525.82333158335,1575420000.0,16431,0
1759152103999,13,1,GPS,34.0,-310.59967041015625,-13662.666154519655,1575420000.0,16431,0
1759152103999,22,1,GPS,32.5,-89.1109390258789,-356206.52525783004,1575420000.0,16431,0
1759152103999,5,1,GPS,32.20000076293945,217.5593719482422,-4561.129529125348,1575420000.0,16431,0
1759152103999,21,1,GPS,29.700000762939453,534.1781616210938,-172287.54017136496,1575420000.0,16431,0
1759152103999,9,1,GPS,27.0,805.7116088867188,9459.429674068466,1575420000.0,16431,0
1759152103999,7,1,GPS,48.099998474121094,483.1630859375,2799.0606006484013,1575420000.0,16431,0
1759152103999,30,6,GALILEO,43.099998474121094,643.729736328125,-10918.658277327952,1575420000.0,23599,0
1759152103999,27,6,GALILEO,42.400001525878906,195.9131317138672,-17967.804309250634,1575420000.0,23599,0
1759152103999,8,3,GLONASS,39.099998474121094,387.22100830078125,19267500.581162576,1605375000.0,16623,0
1759152103999,10,3,GLONASS,38.400001525878906,777.5120239257812,21082434.288235817,1598062500.0,16623,0
1759152103999,29,6,GALILEO,39.79999923706055,-7.432549953460693,-22029.966549990488,1575420000.0,23599,0
1759152103999,24,5,BEIDOU,37.20000076293945,-186.65780639648438,-22034.533649016463,1561098000.0,17199,0
1759152103999,7,6,GALILEO,36.20000076293945,435.8020935058594,-87070.30394286447,1575420000.0,23599,0
1759152103999,7,5,BEIDOU,36.099998474121094,89.99526977539062,-20091.5347231325,1561098000.0,17199,0
1759152103999,9,5,BEIDOU,35.0,237.58399963378906,-17131.349115743244,1561098000.0,17199,0
1759152103999,21,6,GALILEO,34.5,-249.97630310058594,-269738.8080842531,1575420000.0,23599,0
1759152103999,21,5,BEIDOU,39.20000076293945,545.0836791992188,-9162.551208203658,1561098000.0,17199,0
1759152103999,12,3,GLONASS,34.29999923706055,-344.1792907714844,22830595.27166273,1601437400.0,16623,0
1759152103999,1,3,GLONASS,31.5,-352.03594970703125,20687948.97714495,1602562600.0,16623,0
1759152103999,7,3,GLONASS,31.299999237060547,945.6500244140625,22271238.175177883,1604812500.0,16623,0
1759152103999,14,5,BEIDOU,31.899999618530273,-271.32537841796875,-29071.881055684353,1561098000.0,17199,0
1759152103999,11,3,GLONASS,37.79999923706055,205.3239288330078,19613104.53494404,1602000000.0,16623,0
1759152103999,10,5,BEIDOU,29.399999618530273,48.93732452392578,-85888.2985160973,1561098000.0,17199,0
1759152103999,19,6,GALILEO,22.100000381469727,-234.05618286132812,-41620.99634531513,1575420000.0,23599,0
1759152103999,14,1,GPS,35.20000076293945,82.99263000488281,-7381.391513395123,1176450000.0,16431,0
1759152103999,30,1,GPS,33.20000076293945,314.13818359375,-2594.48601187201,1176450000.0,16431,0
1759152103999,27,6,GALILEO,32.900001525878906,194.34146118164062,-19933.82806874899,1176450000.0,23599,0
1759152103999,7,6,GALILEO,25.0,436.9042663574219,-88990.83624963003,1176450000.0,23599,0
1759152103999,21,6,GALILEO,30.200000762939453,-249.8074951171875,-298713.24789304065,1176450000.0,23599,0
1759152103999,26,5,BEIDOU,30.600000381469727,176.6799774169922,-16674.4845175597,1176450000.0,17199,0
1759152103999,21,5,BEIDOU,34.599998474121094,543.5408325195312,-11119.483979106531,1176450000.0,17199,0
1759152103999,30,6,GALILEO,32.099998474121094,643.6279907226562,519561.94908374624,1176450000.0,23599,0
1759152103999,24,5,BEIDOU,26.700000762939453,-187.1481475830078,-82556.67979972239,1176450000.0,17199,0
